GENE_SYMBOL,ES740463,ES740496,ES740562,ES740637,ES740640,ES740691,ES740706,ES740712,ES740724,ES740772,ES740790,ES740871
APLP2,104129,36824,134050,83936,64304,89118,47155,135034,121151,109657,28629,130141
NPTX2,16,7,28,26,128,32,19,63,13,38,9,34
FHOD3,47,104,81,68,68,111,109,53,119,93,82,112
SNORA58,2,0,1,1,1,1,1,1,0,2,5,0
AKR7A2,2834,2483,2645,2283,1835,3162,2887,2471,3719,2561,1733,3638
TRIM77P,0,0,0,0,0,0,0,0,0,0,0,0
DFFB,945,1057,1121,893,788,1064,1016,887,1458,731,1153,1782
UCHL3,1674,1082,1670,1193,1126,1522,1256,1294,2020,1448,1147,1860
TRAM2,4370,2413,4262,4130,4482,3691,3136,4532,5549,4555,3372,4291
LOC100131208,0,0,0,0,0,0,0,0,0,0,1,0
ZNF434,1344,1505,1279,954,1097,1204,1552,705,1912,942,1401,2242
LOC285326,0,0,0,2,0,0,0,1,2,3,0,0
C7orf34,4,1,0,6,3,0,0,0,1,0,3,2
EPHA6,0,0,0,1,0,0,0,0,0,0,0,0
CEP85,3036,1673,3310,2595,2567,1927,2373,2296,2834,2629,3038,3284
ARL2BP,8444,9325,8296,7798,8362,11918,10747,7892,12052,8209,7995,12109
PSMC6,1372,1271,1383,949,1219,944,1079,1076,1628,1067,1510,1985
TTC14,2269,1545,4036,3214,3731,2205,2691,3001,2621,3617,5402,2405
MIR133A1,3,1,1,2,0,0,0,1,0,0,0,1
OR2M2,0,0,0,0,0,0,0,0,0,0,0,0
CTSA,23774,17459,19490,16310,15619,17479,13908,26916,23355,21381,7275,26723
BSDC1,6442,5540,6799,5472,8225,5538,7035,6090,7629,6357,8091,8041
KIAA0355,5362,3292,5307,5794,6335,6034,6889,5439,6468,6103,9974,6698
ITPR3,6349,7677,9770,10565,18024,8159,13048,6245,12436,11599,23546,10435
FAM124B,188,60,236,132,168,236,39,317,194,259,62,130
HOXC5,21,45,13,16,23,2,10,22,13,13,5,17
ZRANB3,292,237,308,335,348,335,325,332,316,305,478,427
TP53AIP1,0,0,7,2,2,0,0,1,0,3,1,1
IRF2BP2,30447,22956,39245,34437,54237,46173,34018,54088,45014,64732,48628,41801
TPCN2,4204,1773,4949,3438,3373,3141,2285,4471,4572,3932,2560,5230
ATP2C1,6993,4879,8200,6764,7054,6094,6278,7011,8133,7637,7611,7322
MMP14,1195,363,933,980,630,711,474,2220,1271,1013,239,1273
RSPO3,0,0,0,0,0,0,0,2,0,0,0,0
PRPSAP1,3530,3851,3492,3325,3029,4493,3995,3239,5503,3325,2547,4741
ST8SIA6,192,216,184,228,167,347,193,165,373,128,129,200
SPACA1,0,0,0,0,0,0,0,0,0,0,0,0
ADCY9,4027,3578,5608,4418,6029,4321,5842,5733,4266,5563,3458,5753
CLEC12B,139,37,168,213,52,38,55,207,124,172,125,99
DCK,8673,10097,7862,6945,6841,10022,10583,7315,14702,6980,7263,13391
SLIT3,3,4,26,1,17,3,9,3,9,7,1,28
SMCR8,14934,9894,15644,14305,19699,16168,11346,15381,16701,18173,19351,18458
CISD1,490,645,544,408,258,534,653,394,780,394,349,863
UBR3,6893,4946,8317,7180,8729,5187,6498,7319,6838,8443,7948,7516
TACO1,1252,1181,1134,896,1089,1447,1134,928,1585,807,1432,1704
PPAN-P2RY11,1182,1365,1344,976,2263,1112,1128,1111,1220,1340,2474,1926
ZNF142,4873,4002,5609,5978,6461,4172,6037,4497,4907,5216,6384,5686
DEFB127,0,0,0,0,0,0,0,0,0,0,0,0
PABPC1L,252,166,415,279,461,159,297,245,403,378,1181,315
HOXD1,1,0,1,0,6,0,0,0,0,1,0,0
ARHGEF40,6278,1668,9613,7639,4574,4554,2028,8455,7600,6905,1550,11400
FSTL5,2,1,0,0,0,0,1,0,0,4,0,3
ROS1,0,0,0,0,0,0,1,0,0,0,0,0
TLR8-AS1,1,9,4,11,3,3,0,9,7,6,5,6
LOC100288413,0,0,0,0,0,0,0,0,1,2,0,0
MIR363,0,0,0,0,0,0,0,0,0,0,0,0
UVRAG,9201,4057,11175,8498,10806,6565,7648,9910,7644,10106,10062,8204
P2RX5,3052,3769,2074,1663,3450,2863,2601,3065,5155,2765,5798,3316
MIR4798,0,0,0,0,0,0,0,0,0,0,0,0
ID2B,1011,462,1362,958,1227,863,774,1639,1155,1442,682,809
LIMS2,313,673,515,402,416,872,537,470,690,251,818,741
FPGT,891,638,764,521,321,501,471,658,1006,501,349,1467
TMEM234,508,370,570,402,294,370,501,461,602,487,376,660
LOC100129636,0,0,0,0,0,0,0,0,0,0,0,0
PPIL3,1842,1621,1760,1007,1274,1336,1307,1863,2329,1137,2043,2326
PMCHL2,0,0,0,0,0,0,0,0,0,0,0,1
PRAMEF3,0,0,0,0,0,0,0,0,0,0,0,0
IL28RA,819,1044,959,1037,1191,623,1447,601,1294,577,709,993
DNAH5,2,1,0,2,1,1,0,1,0,0,0,0
C1orf112,493,441,524,544,332,503,596,373,651,444,589,585
VCY,0,0,0,0,0,0,0,0,0,0,0,0
MIRLET7G,8,2,3,9,8,0,3,5,0,3,6,2
MFSD4,56,73,100,72,150,48,67,104,100,97,271,104
ESYT2,25421,25831,26999,30760,31058,43396,36940,28466,32753,29125,30188,35331
KIAA0564,3741,3856,3899,4397,4650,3731,5760,3363,4070,4251,5701,4250
KCTD10,6071,3995,4876,3070,4935,7675,3984,4641,8301,3958,3357,6887
OR5D14,0,0,0,0,0,0,0,0,0,0,0,0
ZNF484,912,710,1046,1061,1531,894,1098,564,872,791,1525,848
GAL3ST3,0,0,2,0,0,0,0,3,2,0,4,0
MIR3618,0,0,0,0,0,0,0,0,0,0,0,0
C3orf63,16867,18149,17243,18395,14484,18174,18770,13465,23545,16426,17920,24397
FAM117B,11847,3136,9030,6210,15734,7621,7535,12281,5876,10950,17175,8513
TLL2,12,7,8,2,6,5,8,4,15,13,9,6
FABP2,1,3,0,1,2,7,4,0,0,3,8,0
APOL6,20836,14088,15109,19370,25906,14087,19665,14534,14647,15179,19189,20621
MIR2909,1,4,1,8,2,2,2,0,0,1,2,1
SH3KBP1,25576,20198,28258,23332,25964,23771,26022,26606,30273,25121,18736,29261
TPTE2P3,0,0,0,0,2,0,0,0,0,0,0,1
FANCD2,733,661,998,774,1113,470,831,558,929,711,2144,932
ADPRHL2,3380,2343,3073,2334,3733,3103,2549,2572,3467,2410,3337,4204
WTAP,10672,8071,15487,11165,18524,10308,12007,17959,11368,15873,17087,11569
STRA6,0,0,3,0,1,1,0,1,1,2,0,0
SLC20A1,11265,5978,11698,11388,14333,6868,11224,7884,8572,9153,11216,8680
AP1B1P1,0,0,0,0,0,0,0,0,0,3,0,0
REEP2,20,15,33,24,35,44,36,33,47,22,37,22
POU4F1,29,10,48,29,42,26,15,39,40,29,11,31
SNORD116-29,1,0,0,0,1,0,2,0,2,0,2,0
SMAP2,47444,39981,47167,32245,62070,41309,34386,44336,52218,38562,39956,66266
GNB4,9153,1570,8927,5325,4897,6234,2072,8169,10778,7549,1975,11403
TAS1R3,134,105,230,154,210,126,217,121,203,197,201,178
TET3,20737,3921,23642,17648,15947,13096,6487,20341,13621,20818,9421,15420
MAU2,10523,7463,13000,10014,13049,9298,9509,10743,11997,10151,12159,13444
SYCN,0,0,0,0,0,0,0,0,0,1,0,0
MASP1,0,0,1,0,2,0,1,0,3,0,0,2
PPM1N,411,167,303,262,460,786,225,389,402,317,353,378
LOC100505622,532,312,478,358,214,484,373,323,538,406,200,532
IFT27,1076,782,1078,809,705,939,962,906,1076,1100,755,989
ERV3-1,787,225,441,1066,514,608,718,410,271,351,456,349
DUX4,0,0,0,0,0,0,0,0,0,0,0,0
GRN,112964,33770,108291,68170,55972,70941,43430,117505,112417,112780,18130,131994
RNASE12,0,0,0,0,0,0,0,0,0,0,0,0
SPATA4,0,0,1,0,2,0,0,0,0,0,0,1
ST20,89,86,94,88,72,108,72,105,90,45,191,88
CAMKK1,1727,1020,2275,1058,1565,1753,725,1909,2131,1139,1763,2052
NPVF,0,0,0,0,0,0,0,0,0,0,0,0
GALNT7,3873,2743,4162,3048,2202,2289,2760,3419,4444,3602,2238,4462
PRSS1,5,15,11,24,9,13,14,13,5,12,28,19
GPR44,1225,508,711,471,434,1566,513,386,1029,734,263,1192
PLA2G6,1085,1291,1891,1643,2327,1459,1768,1162,1624,1365,4206,1960
TAAR5,0,0,0,1,0,0,0,0,0,0,0,0
TRAK2,10849,9530,10905,11671,12789,13237,11004,10049,13395,12870,20283,13592
ZSCAN23,15,46,36,12,11,34,13,11,40,27,46,48
LCP2,35513,25513,34933,27741,30384,30239,36320,29152,31475,35640,30546,33757
CASZ1,1589,1119,1954,2113,3975,1356,1847,1485,1352,1616,2031,1370
VPS24,11181,8844,9548,8681,8062,11721,9809,10133,13868,9812,8365,13946
HLA-B,703723,672608,566634,673920,686152,649645,748186,536161,596103,564017,524006,666715
MAP7D2,23,4,7,89,6,0,30,22,43,21,86,6
AURKB,129,205,173,99,161,122,81,69,213,67,69,133
CST3,74802,26151,95034,60301,40934,68962,37321,76544,79982,76709,12782,95912
ASCL1,0,0,0,0,0,0,0,1,1,0,1,0
ZNF708,1065,919,1412,1364,2162,1304,1383,735,1604,1155,2358,1661
FKBP5,22894,29181,22033,13640,30204,18953,19251,14257,15623,16136,21429,39440
SNORD111B,0,0,0,0,0,0,0,0,0,0,0,0
CAMKMT,412,424,458,379,453,434,439,408,524,368,633,475
PIK3CA,4960,3325,5663,5434,8528,3972,5628,5282,5211,5683,8857,4926
GPNMB,348,16,417,287,84,116,69,143,320,159,14,169
MIR4299,0,0,0,0,0,0,0,0,0,0,0,0
CST6,4,1,7,5,4,3,6,5,5,5,3,7
RABL5,219,255,199,185,215,255,325,226,309,250,267,287
AHCY,7492,4195,7579,5126,5000,8718,4724,7083,9039,6902,4920,9106
MIR519E,0,0,0,0,0,0,0,0,0,0,0,0
MIAT,1569,3172,4468,8729,8065,725,5142,759,1142,1467,6497,2128
LOC100216546,628,173,854,458,1657,148,392,424,259,412,717,293
ALDH3A1,5,0,2,2,7,6,3,7,6,4,1,6
RWDD3,836,1108,863,853,854,1426,1212,758,1560,923,1075,1493
TULP4,4676,4347,4133,4217,6537,4317,4297,3675,5361,5274,5080,4917
KCNS1,36,8,37,48,84,13,15,30,11,76,25,14
LOC100507156,5,7,8,17,11,2,9,7,6,10,30,6
ATM,31966,32084,34784,37334,42596,30147,41667,24480,43657,39170,72252,46657
SCUBE3,84,39,67,118,140,22,44,63,19,58,78,49
BK250D10.8,0,0,1,0,0,3,1,0,2,0,3,2
MIR4760,0,0,0,0,0,0,0,0,0,0,0,0
COL28A1,4,0,1,3,6,4,3,4,3,3,11,2
GSTM4,808,837,658,502,687,447,1927,671,1246,1237,203,1342
MRPL14,2256,2433,1993,1487,1575,1832,1797,1440,2940,1677,1037,2610
BAGE5,0,0,0,0,0,0,0,0,0,0,0,0
TSN,7668,6769,7251,6252,8105,10378,7245,6854,11040,6585,6553,9909
CHAC2,118,194,125,81,153,98,160,111,235,95,140,151
SRI,5190,5148,3623,3205,3628,5846,6038,4337,6351,4488,2529,6035
AQP7,4,0,2,5,5,5,3,6,3,4,11,4
ANKRD30BL,652,454,490,2287,3064,339,1306,633,203,684,976,269
RAN,7138,7644,7182,5496,7095,7947,6962,5655,9070,6223,7521,9095
TERF1,1159,1106,1073,971,1145,1057,1405,895,1525,863,1132,1419
TAGAP,78230,17111,93758,69551,114282,16321,82424,58331,27145,69636,114350,31703
APOA1BP,3651,4097,3427,3049,3120,5088,4426,3063,4775,3222,2913,4693
C17orf96,327,155,453,273,415,221,305,475,199,531,332,213
NCRNA00266-1,2,3,0,0,0,1,1,1,1,3,5,5
MAP4K2,7392,7465,7492,6215,9258,9588,8585,7739,9814,8408,11286,9935
TTC21A,496,178,671,612,687,184,369,891,430,1198,1206,463
TIMELESS,1775,1532,2217,1532,1817,2017,1614,1514,2789,1588,2209,2169
MIR490,0,0,0,0,0,0,0,0,0,0,0,0
ZNF202,1280,1318,1390,1316,1442,1155,1548,869,1714,1003,2054,1917
ICA1L,794,665,856,978,950,1005,856,708,989,795,1041,1099
NT5C1B,47,51,35,54,59,38,71,29,40,53,73,50
GALNS,3307,2197,4320,3265,3331,3159,2861,4093,4033,3482,3095,4989
LRP12,339,323,439,325,342,291,484,455,462,476,207,525
MIR4653,2,0,0,1,2,0,1,0,0,0,0,0
TMEM129,4790,4768,5028,3891,4610,5609,4685,4598,6587,4325,3972,7269
MOGS,7253,5192,7610,6607,7202,6578,8079,7614,8032,8069,7748,8938
CUEDC1,1483,272,1582,1054,959,1061,480,1307,1352,1326,328,1505
PLSCR3,9439,10596,10001,9457,9757,13488,10412,8838,11909,11483,12185,13936
T,3,1,1,0,11,2,2,0,0,4,4,0
LOC285768,0,0,0,0,0,0,0,0,0,0,0,0
AIM1L,80,177,123,366,95,109,210,83,152,117,174,139
MIR24-2,172,12,342,271,358,21,60,293,33,281,94,112
SKIL,3696,1160,5370,2519,9551,2815,2257,8103,2334,8427,3469,2663
RIMS4,0,0,1,2,1,0,2,0,0,0,0,0
CD93,34823,8631,36182,23962,16732,22177,8352,31100,37523,30917,4177,38330
LOC100506436,239,180,319,258,317,197,199,195,260,212,312,240
OR2S2,0,0,0,0,0,0,0,0,0,0,0,0
CABP4,230,97,287,213,575,299,105,146,341,171,346,242
MAGOH,3055,3143,2873,2321,2954,3985,3175,2963,3851,2895,2334,3714
PTCHD3,4,1,0,0,0,1,0,1,1,0,0,2
MAGED1,3261,3463,3346,2918,4637,3991,4356,3404,4396,3358,4156,3935
POLR2E,13713,9704,12870,10214,10313,13781,12791,13932,14573,12771,8259,16054
SH3PXD2A,2632,1625,1961,2869,1768,3071,2664,2484,2859,2651,2694,1659
POLG2,658,389,937,722,902,530,567,674,593,662,1376,743
TRIP13,79,125,151,70,112,110,87,73,196,58,45,94
TGM6,0,0,0,0,0,0,1,0,0,0,0,0
SLC25A45,1772,1270,2623,2030,2397,1955,2476,2014,2288,2336,4455,2421
CAPN7,5051,4846,6192,5674,6042,5710,7204,4771,7286,5912,8803,7144
ICAM1,17172,2226,14482,11856,16911,7819,6051,25960,6976,25954,7181,7767
ZNF488,2,0,0,1,0,0,0,0,1,2,0,0
ZDHHC3,8600,6360,8973,7908,8216,10156,7703,9625,10938,8186,5645,10829
SPOCK2,55901,107765,48660,64406,114141,91876,115896,46297,85178,67431,101320,90945
SAC3D1,701,784,768,483,297,706,632,529,1007,624,284,1152
N6AMT1,324,303,308,261,241,270,420,179,422,217,470,510
AIM1,16879,9301,18002,12682,25648,6996,13377,15380,11415,16937,18875,14290
AHRR,67,38,81,70,541,52,41,661,87,68,159,61
FAM153A,6,3,25,23,31,26,14,22,11,30,105,17
KRTAP2-4,0,0,0,0,0,0,0,0,0,0,0,0
ATP1A3,1503,2182,1519,2106,1829,1723,3009,1042,1579,649,1316,1712
SF1,49272,32818,66298,48110,80281,48873,56261,63253,43271,70227,89082,45114
MIR3178,0,2,9,3,10,1,4,10,1,6,18,1
ABT1,4051,3799,4171,3519,5246,6200,4000,3828,5415,3647,4795,5662
GEMIN5,2144,1777,1885,1586,1337,1419,2171,1321,2237,1543,2083,2617
PRRC2B,28614,27691,34882,32733,43928,29507,33473,31583,33405,33458,45390,37085
ATCAY,0,0,0,1,0,1,0,0,1,0,0,0
SLC32A1,26,1,82,24,58,4,4,104,3,75,13,7
CFD,26213,4899,15290,9928,5567,17989,6086,13106,21253,8635,3351,26111
TMEM161A,1703,1332,1820,1499,1725,1885,2077,1695,1954,1580,1932,1890
CCDC152,120,374,134,230,134,225,396,234,273,251,386,316
HNRNPA0,27487,23358,30552,26073,35539,41255,31384,33558,35089,35452,35261,33643
LOC728228,2,1,0,6,3,4,0,2,4,1,2,0
CALCB,3,8,1,1,4,1,9,2,5,1,4,5
C1orf158,0,0,0,0,0,0,0,0,0,0,0,0
C4orf47,1,0,5,5,29,1,3,8,2,13,11,3
DENND2C,77,107,90,88,140,69,109,96,112,91,314,78
SNORD113-9,0,0,0,0,0,0,0,0,0,0,0,0
VAV1,19040,13236,21559,14364,14688,16848,13973,14890,21220,15238,15149,24215
MT1E,98,272,186,81,116,286,80,97,298,54,109,220
TRIM44,12781,8362,13394,10926,11225,11205,11638,10717,13709,12230,11276,14711
GAGE5,0,0,0,0,0,0,0,0,0,0,0,0
GUCA2B,1,0,0,1,1,0,0,0,0,0,1,0
ZNF384,8355,6905,9541,6672,7173,7733,7296,6706,10372,7472,7507,10622
EXOC3,8185,5944,9328,7470,7027,6371,6819,9584,8650,7844,7735,8664
SLC30A6,2584,2165,2454,2106,2023,2307,2733,2102,3181,2317,2566,2977
MED28,3146,2611,3293,2685,3095,3111,3476,3034,4118,2970,3205,4201
MLL,25178,21445,23304,33054,35131,19118,28216,18891,22199,30111,36046,27745
SLC36A2,0,0,0,1,0,0,0,0,0,0,1,0
VPS33A,3889,3292,3218,2599,2665,2913,3214,2969,4312,2860,2393,4744
C1orf204,13,23,12,37,16,48,26,28,16,31,35,21
LOC100329109,179,178,200,118,138,217,235,116,283,187,120,255
GGN,49,16,78,57,101,26,41,46,27,56,79,45
PCP2,72,99,89,88,98,109,125,54,46,76,151,74
TMEM17,12,20,19,7,20,16,4,10,13,15,4,14
HECA,35582,34766,44704,43339,68164,49159,54743,45419,46827,55928,70348,42514
MGC16075,2,2,1,1,2,6,15,1,7,0,1,2
MIR2114,0,0,0,0,0,0,0,0,0,0,0,0
LOC401233,1217,1089,1428,262,741,1075,601,1982,1277,733,431,1658
KLHL22,2209,2154,1923,1659,1614,1806,1963,1565,2912,1864,2155,3076
WFDC11,0,0,0,0,0,0,0,0,0,0,0,0
ALDH6A1,915,699,756,564,499,883,786,656,1201,753,524,1101
RBM24,2,0,6,4,4,16,61,3,2,17,88,3
SUCLG2,5332,5579,4145,4797,4753,6613,5222,4861,8047,5172,5892,6584
ACER1,39,59,44,33,71,81,67,27,39,35,197,77
MLLT3,3368,3915,4419,4054,6290,5431,5966,3365,4967,6725,11723,4645
MSX1,0,1,9,1,35,5,1,17,5,19,11,9
LRRFIP2,3752,2617,4213,3820,3064,3042,2957,4911,4490,3635,2880,4791
MIR3913-1,0,0,0,0,0,0,0,0,0,0,0,0
C16orf89,1,2,1,2,0,1,0,3,3,2,8,5
OGFOD1,2724,3257,2212,2013,2152,2434,3187,1615,3546,1837,2580,3563
SYT15,59,19,53,43,62,21,34,42,40,71,7,48
SEC22A,1062,844,1095,983,1005,932,1155,984,1168,1016,1373,1321
UBE2K,9229,7247,9493,7305,9265,9690,7922,9212,12300,9441,6130,11234
HECTD3,3338,3019,3730,2755,3059,2110,2791,2557,3834,2441,3785,4630
S100A2,13,13,24,12,34,15,5,36,21,23,4,19
SESN1,2536,3942,3191,2675,4965,2988,4576,2322,3438,2279,4228,3708
MED19,690,439,727,612,1015,333,765,740,623,772,911,690
C22orf24,12,23,37,31,19,25,11,22,24,19,13,34
ANXA8L2,1,3,0,1,6,0,2,1,0,1,5,0
HBII-52-46,0,0,0,0,0,0,0,0,0,0,0,0
ZNF496,1833,1205,1887,1372,1791,2381,1542,2104,2406,2118,1388,2600
SNORD59A,48,27,67,83,85,42,58,25,23,27,216,35
TRIOBP,8299,3809,11619,7811,6695,9131,4606,9790,11377,8004,4757,12049
RAC1,11168,6839,10661,7174,8547,10373,7346,10219,13792,8932,4109,12702
CHRDL2,0,1,1,1,1,0,0,0,0,1,3,4
HIST1H2AJ,3,4,1,2,3,4,3,2,5,2,3,3
LRRC59,10882,4892,11445,7724,10085,9624,6453,12048,10815,11799,6403,9712
PELI1,11161,2523,20885,12249,24530,7823,7385,15858,9171,13732,16943,9104
FRMD5,5,9,8,13,10,1,5,4,5,6,24,8
UBL7,5072,4038,4839,3773,3233,5050,4783,4657,6634,4967,3046,6480
GTF2IRD2P1,3,0,3,0,5,2,2,7,2,9,4,2
CDC42EP2,1997,242,1441,539,1270,625,677,1788,752,2106,438,1244
FREM1,58,29,40,14,51,48,57,18,62,98,38,9
CFH,382,4071,237,240,1043,726,3264,547,458,467,364,860
LY9,6472,11427,5702,6548,7371,7608,14681,5057,10287,7233,9670,8672
STX3,3209,1928,4559,2994,2390,2605,2122,4410,3653,3531,1663,3402
VTRNA1-2,0,0,1,0,0,0,0,0,0,0,0,0
FNDC1,0,2,1,2,1,0,2,4,0,1,2,1
MOV10L1,9,9,6,3,0,0,1,16,5,5,7,2
LOC100507299,16,12,11,8,11,5,12,7,11,19,22,13
MAPK1,29748,25831,29684,26586,29350,31551,27241,31739,35126,27518,16971,36729
HCG4B,6,11,14,25,9,15,13,20,4,2,13,5
TRIM43,0,0,0,0,0,0,0,0,0,0,0,0
NCRNA00339,1616,1309,1032,1034,811,1222,1227,1101,1892,878,1120,3119
C9orf142,3519,5036,3731,3664,4548,4984,5181,3053,4471,2797,4231,5243
EME2,262,171,439,344,547,317,236,330,325,491,655,356
COL8A1,1,0,1,0,0,0,0,1,0,0,3,0
PPP1R1C,0,0,0,0,0,0,0,0,0,0,0,1
PTPN12,21268,15155,19533,15488,14701,19286,12559,22786,21815,15849,7718,21822
STX10,7252,4309,7239,5504,4887,7653,4913,7915,8406,6894,3899,9012
PPIAL4G,0,5,0,0,0,1,2,1,0,1,1,4
POLI,805,522,1133,761,1192,698,878,746,1319,903,1949,942
AURKAIP1,5531,5358,5102,4175,4545,6244,5202,4751,6812,4926,4218,7339
CDHR5,113,50,111,188,135,14,36,79,52,138,128,71
C11orf91,0,1,3,1,4,6,1,3,0,10,3,0
C9orf66,269,96,262,226,172,145,101,215,209,211,81,246
CAT,20796,11502,20356,13061,12231,20997,13832,24105,26279,18361,6859,28288
RAB26,22,8,48,48,63,12,37,26,14,27,81,14
CTXN3,0,0,0,0,0,0,0,0,1,0,0,0
OR2D2,0,1,0,0,0,0,1,0,0,0,0,0
DKFZP564C196,48,21,82,65,43,41,29,102,37,57,74,51
KCTD9,1023,1038,1120,914,1110,986,1192,999,1352,888,1021,1443
NR3C1,22162,12181,20847,22158,21046,19421,25609,18999,24216,21711,19742,22907
ASPH,2357,1768,2914,2469,1996,2665,1732,3178,3204,2785,2078,3230
FABP4,0,0,1,0,0,0,1,0,0,0,0,0
RPS19,67748,97603,61767,56222,68995,113344,106812,66960,83415,75453,87496,98151
IL22,1,2,1,5,3,4,3,0,2,7,6,0
SLAMF1,1710,3026,1286,2287,1688,1909,4052,892,2905,1544,2587,2422
ENTPD3-AS1,94,86,43,104,77,111,73,84,99,85,41,142
FMR1NB,1,0,1,1,0,0,1,0,5,0,1,1
IL5RA,71,533,75,107,120,47,160,97,208,108,60,87
GRM8,0,0,0,0,1,0,0,0,2,0,0,1
LOC100128420,294,1037,187,356,133,407,613,152,506,176,161,258
C10orf12,2185,1238,2015,2691,2604,1868,1829,2098,1459,2578,2518,1733
ATAD2,1876,1672,2637,1814,3816,1292,2030,1611,2074,1708,3428,2065
SLC17A5,1272,1056,1651,1239,1610,978,1344,1372,1499,1218,1209,1571
TTLL6,1,0,1,0,3,1,0,1,1,0,0,0
SEC63,7771,6103,9144,7412,8150,8567,7808,7363,10536,8360,8568,9696
NLRP4,6,3,10,6,6,6,3,0,7,2,3,5
CXorf68,0,0,0,0,0,1,0,0,1,0,1,0
PSENEN,3509,2753,3239,2651,2203,3392,3134,3340,3801,2768,1512,4294
LOC648809,2,0,0,1,1,0,0,0,2,0,0,1
AGTR2,0,0,0,0,0,0,0,0,0,0,0,0
MIR376C,2,0,0,0,0,0,0,0,0,0,0,0
CYP2R1,689,915,779,747,857,807,791,668,988,542,1073,1205
RASSF10,0,0,0,0,0,0,0,0,0,0,0,0
MFF,3647,3664,3639,3048,2938,4013,3894,3313,5535,3120,3294,4591
NSFL1C,5222,4505,4716,4229,4226,4758,4620,4876,6996,4650,3699,7161
EXPH5,288,124,346,284,423,267,378,253,206,293,744,331
RNF7,4404,4072,4917,3694,4538,5959,4341,4893,5890,4418,3748,5471
NNAT,69,66,94,147,156,68,58,66,38,89,189,58
EMID2,201,55,452,128,228,88,107,333,321,2,46,327
C14orf21,2028,1485,2089,1968,2351,1547,1717,1664,1996,1922,2406,2429
KCNV1,0,0,0,0,0,0,0,0,0,0,0,0
NRXN3,0,0,0,1,0,0,0,1,0,0,0,0
PIPSL,4193,3329,4022,3024,3001,4552,3573,3684,5152,3663,2909,5450
LRP11,287,346,240,224,200,308,316,198,422,289,173,326
RLF,7475,3443,11199,9917,14346,6604,8695,11574,5494,11263,13811,5026
ENGASE,2303,1540,3665,2696,3114,2253,2527,2518,3053,2914,6960,3241
CLEC11A,873,202,895,632,356,741,378,696,854,689,338,1016
IGDCC3,0,0,2,0,3,0,1,3,2,1,1,0
EPB41L4A,825,722,1092,792,1332,1372,1016,548,1349,739,1449,856
LOC100132215,23,18,43,48,73,5,45,24,16,41,51,36
BAZ1B,10677,10911,11316,11909,11130,10165,13121,7277,13145,9207,13333,14135
TEX15,1,2,2,0,0,0,0,0,2,1,2,1
MS4A12,0,0,0,0,0,0,0,0,0,0,0,0
FDXACB1,459,441,779,407,1014,584,604,678,581,679,939,651
KRTDAP,0,1,0,2,0,0,0,0,1,0,0,0
SNORD43,12,7,32,28,48,8,27,16,4,17,59,6
HPS5,3843,2452,3967,2630,2761,2159,2924,2909,3812,3508,2800,4660
DUSP3,7281,2716,8036,5772,4943,4936,2935,8276,7574,8288,2002,7815
SCNN1B,7,0,4,2,2,6,1,1,9,4,2,5
SLC45A1,134,138,96,77,130,127,164,77,119,119,135,136
MIR129-1,0,0,0,0,0,0,0,0,0,0,0,0
CWF19L1,3415,2835,3347,2729,4000,2355,2779,3527,3762,3400,4173,4001
PCBP4,1371,2684,1325,2091,2358,2437,2835,1060,2293,1459,2252,2345
TP73-AS1,2417,1789,3039,2757,3021,3499,3412,2612,3611,3091,4821,3377
NKRF,1762,1251,2407,1730,2660,1576,1836,2522,1940,2937,3469,2041
CEP135,2683,2145,3171,2695,2902,2203,2870,2007,3712,2582,4460,3613
C11orf54,1392,853,1129,902,1100,859,1215,1374,1656,1308,1111,1644
ATXN1,6514,5876,6939,9210,9778,7464,7946,6418,7111,6947,5121,6990
IKZF5,2833,1680,3476,2697,5124,2734,3224,2636,2473,2652,4900,2608
C3orf72,0,0,0,1,0,0,0,0,0,0,0,0
ADRA2B,41,4,177,21,434,7,47,141,10,235,68,2
TMBIM4,9105,6499,8360,6405,5971,8622,7507,8006,11168,8171,3749,10310
FLOT1,12603,14496,11729,11484,13707,17790,13754,14650,19096,13862,10977,21596
PER1,26915,4898,64107,22787,99121,14552,21793,44135,7871,58074,59540,9983
CDH15,0,0,3,1,0,0,1,2,2,0,3,1
ANKRD34C,0,0,0,0,0,0,0,0,0,0,0,0
STAG3,88,111,105,103,211,128,82,97,160,103,268,133
SPACA5B,0,0,0,0,0,0,0,0,0,0,0,0
RNF114,11215,8554,11269,7707,10787,10207,8966,10865,13156,11396,10018,12303
COLEC10,0,0,0,0,0,0,0,0,0,0,0,1
MAST3,15216,12883,15494,13842,10593,12736,16712,10636,16072,13843,11530,18917
MIR4782,3,0,2,3,3,1,0,0,0,1,2,0
SDC4P,3,2,3,4,2,2,0,5,1,3,2,1
C9orf37,755,871,697,629,714,995,919,620,1009,670,902,1085
ADAMTS1,721,648,913,482,461,773,1380,796,503,388,239,473
WDR92,548,599,402,366,235,479,486,300,750,351,315,845
FBXL22,37,53,46,32,52,48,94,37,61,53,84,72
CASC2,14,12,43,46,78,34,39,24,43,36,98,49
C3orf67,9,11,21,10,21,13,16,8,27,15,14,19
MAPK7,5205,2777,6385,4653,5277,4944,3709,5460,6010,5498,3076,6133
LOC339926,0,0,0,0,0,0,0,0,0,0,0,0
TM9SF3,19414,18130,21242,17228,20472,21237,19215,19145,25459,19436,14507,24442
